"year","day","abs","AllSRpres","Jpres","Kpres","Lpres"
"1994",143,0,1,1,0,0
"1994",144,0,0,0,0,0
"1994",145,0,1,1,0,0
"1994",146,0,0,0,0,0
"1994",147,0,1,1,0,0
"1994",148,0,1,1,0,0
"1994",149,0,1,1,0,0
"1994",150,0,1,1,0,0
"1994",151,0,1,1,0,0
"1994",152,0,1,1,0,0
"1994",153,0,1,1,1,1
"1994",154,0,0,0,0,0
"1994",155,0,1,1,1,0
"1994",156,0,0,0,0,0
"1994",157,0,1,1,0,0
"1994",158,0,1,0,1,1
"1994",159,0,1,0,1,1
"1994",160,0,1,1,1,1
"1994",161,0,1,1,1,1
"1994",162,0,0,0,0,0
"1994",163,0,1,1,1,0
"1994",164,0,1,0,0,1
"1994",165,0,1,0,0,1
"1994",166,0,1,0,0,1
"1994",167,0,1,1,1,1
"1994",168,0,0,0,0,0
"1994",169,0,1,1,1,0
"1994",170,0,1,1,1,0
"1994",171,0,0,0,0,0
"1994",172,0,1,0,1,1
"1994",173,0,1,0,1,1
"1994",174,0,1,1,1,0
"1994",175,0,1,0,1,0
"1994",176,0,1,0,0,1
"1994",177,0,0,0,0,0
"1994",178,0,1,0,1,0
"1994",179,0,1,0,1,0
"1994",180,0,1,0,1,0
"1994",181,0,1,1,1,0
"1994",182,0,1,1,1,0
"1994",183,0,1,1,1,1
"1994",184,0,0,0,0,0
"1994",185,0,1,0,1,0
"1994",186,0,1,1,1,1
"1994",187,0,1,0,0,1
"1994",188,0,0,0,0,0
"1994",189,0,0,0,0,0
"1994",190,0,0,0,0,0
"1994",191,0,1,0,0,1
"1994",192,0,1,1,0,1
"1994",193,0,0,0,0,0
"1994",194,0,0,0,0,0
"1994",195,0,1,0,0,1
"1994",196,0,0,0,0,0
"1994",197,0,0,0,0,0
"1994",198,0,1,0,0,1
"1994",199,0,0,0,0,0
"1994",200,0,1,0,1,0
"1994",201,0,0,0,0,0
"1994",202,0,1,1,1,1
"1994",203,0,1,1,0,0
"1994",204,0,0,0,0,0
"1994",205,0,0,0,0,0
"1994",206,0,1,1,1,0
"1994",207,0,0,0,0,0
"1994",208,0,1,0,0,1
"1994",209,0,1,0,0,1
"1994",210,0,0,0,0,0
"1994",211,0,1,1,1,0
"1994",212,0,0,0,0,0
"1994",213,0,0,0,0,0
"1994",214,0,0,0,0,0
"1995",140,0,1,0,0,1
"1995",141,0,1,0,1,0
"1995",142,0,1,1,1,0
"1995",143,0,1,0,1,0
"1995",144,0,1,1,1,0
"1995",145,0,1,0,0,1
"1995",146,0,1,0,1,0
"1995",147,0,1,1,0,0
"1995",148,0,1,1,1,0
"1995",149,0,1,0,1,0
"1995",150,0,1,0,1,0
"1995",151,0,1,0,0,1
"1995",152,0,1,0,1,1
"1995",153,0,1,1,1,0
"1995",154,0,1,0,1,0
"1995",155,0,1,0,1,0
"1995",156,0,1,0,0,1
"1995",157,0,1,0,1,0
"1995",158,0,1,0,1,0
"1995",159,0,1,0,1,0
"1995",160,0,1,0,1,0
"1995",161,0,1,1,1,1
"1995",162,0,1,0,1,0
"1995",163,0,1,0,1,0
"1995",164,0,1,0,0,1
"1995",165,0,1,1,0,0
"1995",166,0,1,1,1,1
"1995",167,0,1,1,1,0
"1995",168,0,1,0,1,0
"1995",169,0,1,1,0,0
"1995",170,0,1,1,0,0
"1995",171,0,1,0,1,0
"1995",172,0,1,0,1,1
"1995",173,0,1,0,0,1
"1995",174,0,1,0,0,1
"1995",175,0,1,0,0,1
"1995",176,0,0,0,0,0
"1995",177,0,0,0,0,0
"1995",178,0,0,0,0,0
"1995",179,0,1,0,0,1
"1995",180,0,1,0,0,1
"1995",181,0,0,0,0,0
"1995",182,0,1,0,0,1
"1995",183,0,1,0,0,1
"1995",184,0,0,0,0,0
"1995",185,0,0,0,0,0
"1995",186,0,1,0,0,1
"1995",187,0,0,0,0,0
"1995",188,0,0,0,0,0
"1995",189,0,1,1,1,0
"1995",190,0,0,0,0,0
"1995",191,0,0,0,0,0
"1995",192,0,1,1,1,1
"1995",193,0,0,0,0,0
"1995",194,0,0,0,0,0
"1995",195,0,0,0,0,0
"1995",196,0,1,1,0,0
"1995",197,0,1,0,0,1
"1995",198,0,1,1,1,0
"1995",199,0,0,0,0,0
"1995",200,0,0,0,0,0
"1995",201,0,1,0,1,0
"1995",202,0,0,0,0,0
"1995",203,0,1,1,0,1
"1995",204,0,0,0,0,0
"1995",205,0,0,0,0,0
"1995",206,0,0,0,0,0
"1995",207,0,1,1,1,1
"1995",208,0,1,1,1,1
"1995",209,0,1,0,0,1
"1995",210,0,0,0,0,0
"1995",211,0,0,0,0,0
"1995",212,0,0,0,0,0
"1995",213,0,1,0,1,0
"1995",214,0,1,0,1,0
"1996",140,0,0,0,0,0
"1996",141,0,1,1,0,0
"1996",142,0,0,0,0,0
"1996",143,0,0,0,0,0
"1996",144,0,0,0,0,0
"1996",145,0,0,0,0,0
"1996",146,0,1,1,0,0
"1996",147,0,0,0,0,0
"1996",148,0,1,1,0,0
"1996",149,0,1,1,0,0
"1996",150,0,1,1,0,0
"1996",151,0,0,0,0,0
"1996",152,0,1,1,0,0
"1996",153,0,1,1,0,0
"1996",154,0,0,0,0,0
"1996",155,0,0,0,0,0
"1996",156,0,1,1,1,0
"1996",157,0,1,0,1,0
"1996",158,0,1,0,1,0
"1996",159,0,1,1,1,0
"1996",160,0,1,0,1,0
"1996",161,0,1,0,1,0
"1996",162,0,1,0,1,0
"1996",163,0,1,0,1,0
"1996",164,0,1,0,1,0
"1996",165,0,1,1,1,0
"1996",166,0,1,0,1,0
"1996",167,0,1,1,1,0
"1996",168,0,1,1,1,0
"1996",169,0,1,1,0,0
"1996",170,0,0,0,0,0
"1996",171,0,1,0,1,0
"1996",172,0,1,1,0,0
"1996",173,0,1,1,1,0
"1996",174,0,1,1,1,0
"1996",175,0,1,0,1,0
"1996",176,0,1,0,1,1
"1996",177,0,1,1,1,0
"1996",178,0,1,1,1,0
"1996",179,0,1,0,1,0
"1996",180,0,1,0,1,0
"1996",181,0,1,1,1,1
"1996",182,0,1,1,1,0
"1996",183,0,1,1,1,0
"1996",184,0,1,0,1,0
"1996",185,0,1,1,1,0
"1996",186,0,1,0,1,0
"1996",187,0,1,1,1,0
"1996",188,0,1,0,1,1
"1996",189,0,1,0,1,1
"1996",190,0,1,0,1,0
"1996",191,0,1,0,1,0
"1996",192,0,0,0,0,0
"1996",193,0,1,1,0,0
"1996",194,0,0,0,0,0
"1996",195,0,0,0,0,0
"1996",196,0,1,1,1,1
"1996",197,0,1,1,0,1
"1996",198,0,1,1,1,0
"1996",199,0,0,0,0,0
"1996",200,0,1,1,1,0
"1996",201,0,1,0,0,1
"1996",202,0,1,0,0,1
"1996",203,0,1,0,0,1
"1996",204,0,0,0,0,0
"1996",205,0,1,0,0,1
"1996",206,0,1,0,1,0
"1996",207,0,0,0,0,0
"1996",208,0,0,0,0,0
"1996",209,0,1,1,1,0
"1996",210,0,0,0,0,0
"1996",211,0,0,0,0,0
"1996",212,0,0,0,0,0
"1996",213,0,1,0,0,1
"1996",214,0,1,0,0,1
"1997",140,0,1,0,1,0
"1997",141,0,1,0,1,0
"1997",142,0,1,0,1,0
"1997",143,0,1,0,1,0
"1997",144,0,1,1,1,0
"1997",145,0,1,1,0,0
"1997",146,0,1,1,0,0
"1997",147,0,1,1,0,0
"1997",148,0,1,1,1,0
"1997",149,0,1,0,0,1
"1997",150,0,0,0,0,0
"1997",151,0,1,0,1,1
"1997",152,0,1,0,1,1
"1997",153,0,0,0,0,0
"1997",154,0,0,0,0,0
"1997",155,0,1,0,1,0
"1997",156,0,1,1,1,0
"1997",157,0,1,0,1,1
"1997",158,0,1,1,0,0
"1997",159,0,1,0,1,1
"1997",160,0,1,1,1,1
"1997",161,0,1,1,1,1
"1997",162,0,1,1,1,1
"1997",163,0,1,0,0,1
"1997",164,0,1,0,1,1
"1997",165,0,1,0,0,1
"1997",166,0,1,1,1,1
"1997",167,0,0,0,0,0
"1997",168,0,1,0,1,0
"1997",169,0,1,1,1,1
"1997",170,0,1,0,1,1
"1997",171,0,1,1,1,1
"1997",172,0,1,0,1,1
"1997",173,0,1,0,1,0
"1997",174,0,0,0,0,0
"1997",175,0,1,1,1,1
"1997",176,0,1,0,0,1
"1997",177,0,1,0,0,1
"1997",178,0,1,1,1,0
"1997",179,0,1,0,0,1
"1997",180,0,1,1,1,1
"1997",181,0,1,0,0,1
"1997",182,0,1,0,0,1
"1997",183,0,1,1,1,1
"1997",184,0,0,0,0,0
"1997",185,0,0,0,0,0
"1997",186,0,1,1,1,0
"1997",187,0,1,1,1,0
"1997",188,0,1,1,1,1
"1997",189,0,0,0,0,0
"1997",190,0,1,0,1,0
"1997",191,0,1,0,1,0
"1997",192,0,1,0,0,1
"1997",193,0,1,1,0,1
"1997",194,0,0,0,0,0
"1997",195,0,1,0,1,1
"1997",196,0,0,0,0,0
"1997",197,0,0,0,0,0
"1997",198,0,1,0,0,1
"1997",199,0,0,0,0,0
"1997",200,0,0,0,0,0
"1997",201,0,0,0,0,0
"1997",202,0,0,0,0,0
"1997",203,0,0,0,0,0
"1997",204,0,0,0,0,0
"1997",205,0,1,0,1,1
"1997",206,0,1,0,0,1
"1997",207,0,1,0,1,1
"1997",208,0,1,0,1,0
"1997",209,0,1,0,0,1
"1997",210,0,1,0,0,1
"1997",211,0,1,0,0,1
"1997",212,0,1,0,1,0
"1997",213,0,0,0,0,0
"1997",214,0,0,0,0,0
"1998",140,0,1,1,0,0
"1998",141,0,1,1,0,0
"1998",142,0,1,1,0,0
"1998",143,0,0,0,0,0
"1998",144,0,0,0,0,0
"1998",145,0,1,1,0,0
"1998",146,0,1,1,0,0
"1998",147,0,1,1,0,0
"1998",148,0,1,1,0,1
"1998",149,0,1,1,1,1
"1998",150,0,0,0,0,0
"1998",151,0,1,0,1,0
"1998",152,0,0,0,0,0
"1998",153,0,0,0,0,0
"1998",154,0,0,0,0,0
"1998",155,0,0,0,0,0
"1998",156,0,0,0,0,0
"1998",157,0,1,1,1,0
"1998",158,0,1,0,1,0
"1998",159,0,1,1,1,0
"1998",160,0,1,1,1,1
"1998",161,0,1,0,1,0
"1998",162,0,1,1,1,0
"1998",163,0,1,1,1,1
"1998",164,0,1,1,0,0
"1998",165,0,1,1,1,1
"1998",166,0,1,0,0,1
"1998",167,0,1,1,1,1
"1998",168,0,1,1,1,0
"1998",169,0,0,0,0,0
"1998",170,0,1,0,0,1
"1998",171,0,0,0,0,0
"1998",172,0,0,0,0,0
"1998",173,0,0,0,0,0
"1998",174,0,1,1,1,1
"1998",175,0,0,0,0,0
"1998",176,0,1,1,1,1
"1998",177,0,0,0,0,0
"1998",178,0,1,1,0,0
"1998",179,0,0,0,0,0
"1998",180,0,1,1,1,1
"1998",181,0,0,0,0,0
"1998",182,0,0,0,0,0
"1998",183,0,0,0,0,0
"1998",184,0,1,1,1,0
"1998",185,0,1,1,0,1
"1998",186,0,1,1,0,1
"1998",187,0,1,1,1,0
"1998",188,0,1,1,1,1
"1998",189,0,1,1,0,0
"1998",190,0,1,1,0,1
"1998",191,0,0,0,0,0
"1998",192,0,1,1,1,0
"1998",193,0,0,0,0,0
"1998",194,0,1,0,0,1
"1998",195,0,0,0,0,0
"1998",196,0,1,1,1,1
"1998",197,0,1,0,0,1
"1998",198,0,1,1,1,0
"1998",199,0,1,1,1,1
"1998",200,0,0,0,0,0
"1998",201,0,1,1,1,1
"1998",202,0,1,1,1,0
"1998",203,0,1,1,1,1
"1998",204,0,0,0,0,0
"1998",205,0,0,0,0,0
"1998",206,0,1,0,0,1
"1998",207,0,0,0,0,0
"1998",208,0,0,0,0,0
"1998",209,0,1,1,0,0
"1998",210,0,1,0,0,1
"1998",211,0,0,0,0,0
"1998",212,0,1,1,0,0
"1998",213,0,1,0,0,1
"1998",214,0,0,0,0,0
"1999",140,0,1,1,0,0
"1999",141,0,0,0,0,0
"1999",142,0,1,1,0,0
"1999",143,0,0,0,0,0
"1999",144,0,0,0,0,0
"1999",145,0,1,1,0,0
"1999",146,0,1,1,0,0
"1999",147,0,1,1,0,0
"1999",148,0,0,0,0,0
"1999",149,0,1,1,0,0
"1999",150,0,1,1,0,0
"1999",151,0,1,1,0,0
"1999",152,0,1,1,0,0
"1999",153,0,0,0,0,0
"1999",154,0,1,1,0,0
"1999",155,0,1,1,0,0
"1999",156,0,0,0,0,0
"1999",157,0,0,0,0,0
"1999",158,0,1,1,0,0
"1999",159,0,1,1,0,0
"1999",160,0,1,1,0,0
"1999",161,0,0,0,0,0
"1999",162,0,1,1,0,0
"1999",163,0,1,1,0,0
"1999",164,0,0,0,0,0
"1999",165,0,1,1,0,0
"1999",166,0,1,1,0,0
"1999",167,0,1,1,0,0
"1999",168,0,0,0,0,0
"1999",169,0,1,1,1,0
"1999",170,0,1,0,1,0
"1999",171,0,0,0,0,0
"1999",172,0,0,0,0,0
"1999",173,0,1,1,1,0
"1999",174,0,1,0,1,1
"1999",175,0,0,0,0,0
"1999",176,0,1,1,0,0
"1999",177,0,1,0,1,0
"1999",178,0,0,0,0,0
"1999",179,0,1,1,1,0
"1999",180,0,1,0,1,0
"1999",181,0,1,1,1,0
"1999",182,0,0,0,0,0
"1999",183,0,1,0,1,0
"1999",184,0,0,0,0,0
"1999",185,0,1,1,0,0
"1999",186,0,1,0,1,0
"1999",187,0,1,0,0,1
"1999",188,0,1,1,1,0
"1999",189,0,0,0,0,0
"1999",190,0,1,1,1,1
"1999",191,0,1,1,0,1
"1999",192,0,1,1,0,0
"1999",193,0,1,1,1,1
"1999",194,0,1,1,1,0
"1999",195,0,1,0,1,1
"1999",196,0,1,0,0,1
"1999",197,0,1,1,1,0
"1999",198,0,0,0,0,0
"1999",199,0,0,0,0,0
"1999",200,0,1,1,0,0
"1999",201,0,0,0,0,0
"1999",202,0,0,0,0,0
"1999",203,0,1,1,1,1
"1999",204,0,1,0,0,1
"1999",205,0,0,0,0,0
"1999",206,0,0,0,0,0
"1999",207,0,1,1,0,0
"1999",208,0,1,1,1,1
"1999",209,0,1,0,0,1
"1999",210,0,1,1,1,1
"1999",211,0,0,0,0,0
"1999",212,0,0,0,0,0
"1999",213,0,1,0,0,1
"1999",214,0,1,1,1,1
"2000",140,0,0,0,0,0
"2000",141,0,1,1,0,0
"2000",142,0,1,1,0,0
"2000",143,0,1,1,0,0
"2000",144,0,1,1,0,0
"2000",145,0,0,0,0,0
"2000",146,0,1,1,0,0
"2000",147,0,0,0,0,0
"2000",148,0,1,1,0,0
"2000",149,0,0,0,0,0
"2000",150,0,0,0,0,0
"2000",151,0,1,1,0,0
"2000",152,0,1,1,0,0
"2000",153,0,0,0,0,0
"2000",154,0,1,1,1,1
"2000",155,0,0,0,0,0
"2000",156,0,0,0,0,0
"2000",157,0,1,1,0,0
"2000",158,0,0,0,0,0
"2000",159,0,0,0,0,0
"2000",160,0,1,1,0,0
"2000",161,0,0,0,0,0
"2000",162,0,0,0,0,0
"2000",163,0,1,1,0,0
"2000",164,0,1,1,0,1
"2000",165,0,1,1,0,0
"2000",166,0,0,0,0,0
"2000",167,0,1,1,0,0
"2000",168,0,0,0,0,0
"2000",169,0,1,0,1,1
"2000",170,0,1,0,1,0
"2000",171,0,1,0,1,0
"2000",172,0,1,1,1,0
"2000",173,0,1,0,1,1
"2000",174,0,1,1,0,1
"2000",175,0,1,1,1,0
"2000",176,0,1,0,1,0
"2000",177,0,0,0,0,0
"2000",178,0,1,0,0,1
"2000",179,0,1,0,0,1
"2000",180,0,0,0,0,0
"2000",181,0,0,0,0,0
"2000",182,0,1,1,1,0
"2000",183,0,1,0,1,0
"2000",184,0,1,1,1,1
"2000",185,0,1,1,1,0
"2000",186,0,0,0,0,0
"2000",187,0,0,0,0,0
"2000",188,0,1,0,1,1
"2000",189,0,1,0,0,1
"2000",190,0,1,1,1,0
"2000",191,0,1,0,1,0
"2000",192,0,1,1,0,0
"2000",193,0,1,1,0,0
"2000",194,0,1,1,0,1
"2000",195,0,1,0,0,1
"2000",196,0,1,1,0,0
"2000",197,0,1,0,1,0
"2000",198,0,1,1,1,1
"2000",199,0,1,1,1,1
"2000",200,0,0,0,0,0
"2000",201,0,1,1,0,0
"2000",202,0,1,0,0,1
"2000",203,0,0,0,0,0
"2000",204,0,0,0,0,0
"2000",205,0,0,0,0,0
"2000",206,0,0,0,0,0
"2000",207,0,0,0,0,0
"2000",208,0,0,0,0,0
"2000",209,0,0,0,0,0
"2000",210,0,0,0,0,0
"2000",211,0,0,0,0,0
"2000",212,0,0,0,0,0
"2000",213,0,1,0,0,1
"2000",214,0,0,0,0,0
"2001",140,0,1,1,1,1
"2001",141,0,1,1,1,1
"2001",142,0,1,0,1,0
"2001",143,0,1,1,1,0
"2001",144,0,1,1,1,0
"2001",145,0,1,0,1,0
"2001",146,0,1,0,1,0
"2001",147,0,1,1,1,0
"2001",148,0,1,1,1,0
"2001",149,0,1,0,1,0
"2001",150,0,1,0,1,0
"2001",151,0,0,0,0,0
"2001",152,0,1,0,1,0
"2001",153,0,1,1,1,0
"2001",154,0,1,0,1,0
"2001",155,0,0,0,0,0
"2001",156,0,1,1,1,1
"2001",157,0,1,1,1,0
"2001",158,0,0,0,0,0
"2001",159,0,1,0,0,1
"2001",160,0,1,1,1,0
"2001",161,0,1,0,1,0
"2001",162,0,1,0,0,1
"2001",163,0,1,0,1,0
"2001",164,0,1,1,1,0
"2001",165,0,0,0,0,0
"2001",166,0,1,1,1,0
"2001",167,0,1,0,1,0
"2001",168,0,0,0,0,0
"2001",169,0,1,1,1,1
"2001",170,0,1,1,1,0
"2001",171,0,1,0,0,1
"2001",172,0,1,1,1,0
"2001",173,0,0,0,0,0
"2001",174,0,1,0,1,0
"2001",175,0,1,1,0,1
"2001",176,0,1,0,0,1
"2001",177,0,0,0,0,0
"2001",178,0,1,0,1,1
"2001",179,0,1,1,1,1
"2001",180,0,0,0,0,0
"2001",181,0,1,0,0,1
"2001",182,0,1,1,1,0
"2001",183,0,0,0,0,0
"2001",184,0,1,1,1,0
"2001",185,0,1,0,1,1
"2001",186,0,1,0,0,1
"2001",187,0,1,1,1,1
"2001",188,0,0,0,0,0
"2001",189,0,0,0,0,0
"2001",190,0,1,1,1,0
"2001",191,0,0,0,0,0
"2001",192,0,0,0,0,0
"2001",193,0,0,0,0,0
"2001",194,0,1,0,0,1
"2001",195,0,1,1,1,1
"2001",196,0,0,0,0,0
"2001",197,0,0,0,0,0
"2001",198,0,1,1,1,1
"2001",199,0,0,0,0,0
"2001",200,0,1,1,1,1
"2001",201,0,1,1,1,1
"2001",202,0,0,0,0,0
"2001",203,0,0,0,0,0
"2001",204,0,1,1,0,1
"2001",205,0,1,0,0,1
"2001",206,0,1,1,0,1
"2001",207,0,1,1,1,0
"2001",208,0,0,0,0,0
"2001",209,0,0,0,0,0
"2001",210,0,0,0,0,0
"2001",211,0,0,0,0,0
"2001",212,0,0,0,0,0
"2001",213,0,0,0,0,0
"2001",214,0,0,0,0,0
"2002",140,0,0,0,0,0
"2002",141,0,0,0,0,0
"2002",142,0,0,0,0,0
"2002",143,0,1,1,0,0
"2002",144,0,1,1,0,0
"2002",145,0,0,0,0,0
"2002",146,0,0,0,0,0
"2002",147,0,1,1,0,0
"2002",148,0,1,1,1,1
"2002",149,0,1,1,1,0
"2002",150,0,1,0,1,0
"2002",151,0,0,0,0,0
"2002",152,0,0,0,0,0
"2002",153,0,1,0,1,0
"2002",154,0,1,0,1,0
"2002",155,0,1,0,1,0
"2002",156,0,1,0,1,1
"2002",157,0,1,0,0,1
"2002",158,0,1,1,0,0
"2002",159,0,0,0,0,0
"2002",160,0,1,1,0,0
"2002",161,0,1,1,0,1
"2002",162,0,1,0,1,0
"2002",163,0,1,1,1,0
"2002",164,0,1,0,1,0
"2002",165,0,0,0,0,0
"2002",166,0,1,1,1,1
"2002",167,0,0,0,0,0
"2002",168,0,1,0,1,0
"2002",169,0,1,1,1,1
"2002",170,0,0,0,0,0
"2002",171,0,1,1,1,0
"2002",172,0,1,1,1,0
"2002",173,0,1,1,1,1
"2002",174,0,1,1,1,0
"2002",175,0,1,0,1,1
"2002",176,0,1,0,0,1
"2002",177,0,1,0,0,1
"2002",178,0,1,1,1,0
"2002",179,0,0,0,0,0
"2002",180,0,1,0,0,1
"2002",181,0,1,1,1,0
"2002",182,0,1,1,0,0
"2002",183,0,1,0,0,1
"2002",184,0,1,0,0,1
"2002",185,0,0,0,0,0
"2002",186,0,0,0,0,0
"2002",187,0,1,1,0,0
"2002",188,0,1,0,0,1
"2002",189,0,1,1,1,1
"2002",190,0,1,0,1,1
"2002",191,0,1,0,0,1
"2002",192,0,1,1,0,1
"2002",193,0,1,0,1,1
"2002",194,0,1,1,1,1
"2002",195,0,1,0,0,1
"2002",196,0,0,0,0,0
"2002",197,0,1,1,1,1
"2002",198,0,1,1,1,1
"2002",199,0,1,0,0,1
"2002",200,0,1,0,0,1
"2002",201,0,1,1,1,0
"2002",202,0,1,1,1,0
"2002",203,0,1,1,1,1
"2002",204,0,1,0,0,1
"2002",205,0,1,0,0,1
"2002",206,0,1,1,0,1
"2002",207,0,0,0,0,0
"2002",208,0,1,0,1,0
"2002",209,0,1,1,1,1
"2002",210,0,0,0,0,0
"2002",211,0,0,0,0,0
"2002",212,0,1,1,1,1
"2002",213,0,1,1,1,1
"2002",214,0,1,1,0,1
"2003",140,0,1,1,0,0
"2003",141,0,1,1,0,0
"2003",142,0,1,1,0,0
"2003",143,0,0,0,0,0
"2003",144,0,1,1,0,0
"2003",145,0,1,1,0,0
"2003",146,0,1,1,0,0
"2003",147,0,1,1,0,0
"2003",148,0,0,0,0,0
"2003",149,0,1,1,0,0
"2003",150,0,1,1,0,0
"2003",151,0,1,1,0,0
"2003",152,0,1,1,0,0
"2003",153,0,1,1,0,0
"2003",154,0,0,0,0,0
"2003",155,0,1,1,0,0
"2003",156,0,0,0,0,0
"2003",157,0,0,0,0,0
"2003",158,0,1,1,1,0
"2003",159,0,1,1,1,0
"2003",160,0,1,1,1,0
"2003",161,0,1,1,1,0
"2003",162,0,0,0,0,0
"2003",163,0,1,0,0,1
"2003",164,0,1,1,1,1
"2003",165,0,0,0,0,0
"2003",166,0,1,1,0,0
"2003",167,0,1,1,1,0
"2003",168,0,1,1,1,0
"2003",169,0,0,0,0,0
"2003",170,0,0,0,0,0
"2003",171,0,0,0,0,0
"2003",172,0,1,1,1,1
"2003",173,0,0,0,0,0
"2003",174,0,0,0,0,0
"2003",175,0,1,1,1,0
"2003",176,0,1,0,1,1
"2003",177,0,1,0,0,1
"2003",178,0,1,1,1,1
"2003",179,0,1,0,1,0
"2003",180,0,1,0,0,1
"2003",181,0,1,1,0,0
"2003",182,0,1,1,1,0
"2003",183,0,1,0,0,1
"2003",184,0,1,1,1,1
"2003",185,0,0,0,0,0
"2003",186,0,0,0,0,0
"2003",187,0,0,0,0,0
"2003",188,0,0,0,0,0
"2003",189,0,1,0,0,1
"2003",190,0,0,0,0,0
"2003",191,0,1,1,0,0
"2003",192,0,1,1,0,0
"2003",193,0,1,1,0,0
"2003",194,0,0,0,0,0
"2003",195,0,1,1,1,0
"2003",196,0,0,0,0,0
"2003",197,0,0,0,0,0
"2003",198,0,1,0,1,0
"2003",199,0,0,0,0,0
"2003",200,0,0,0,0,0
"2003",201,0,0,0,0,0
"2003",202,0,0,0,0,0
"2003",203,0,1,1,1,0
"2003",204,0,0,0,0,0
"2003",205,0,0,0,0,0
"2003",206,0,1,1,1,1
"2003",207,0,0,0,0,0
"2003",208,0,0,0,0,0
"2003",209,0,1,1,1,1
"2003",210,0,0,0,0,0
"2003",211,0,1,1,1,1
"2003",212,0,0,0,0,0
"2003",213,0,0,0,0,0
"2003",214,0,0,0,0,0
"2004",140,0,0,0,0,0
"2004",141,0,0,0,0,0
"2004",142,0,1,1,0,0
"2004",143,0,1,1,0,0
"2004",144,0,1,1,0,0
"2004",145,0,1,1,0,0
"2004",146,0,1,1,0,0
"2004",147,0,1,1,0,0
"2004",148,0,0,0,0,0
"2004",149,0,1,1,0,0
"2004",150,0,1,0,0,1
"2004",151,0,0,0,0,0
"2004",152,0,0,0,0,0
"2004",153,0,1,1,0,0
"2004",154,0,1,1,0,0
"2004",155,0,1,1,0,0
"2004",156,0,1,1,0,0
"2004",157,0,0,0,0,0
"2004",158,0,0,0,0,0
"2004",159,0,0,0,0,0
"2004",160,0,0,0,0,0
"2004",161,0,0,0,0,0
"2004",162,0,1,1,0,0
"2004",163,0,0,0,0,0
"2004",164,0,1,1,0,0
"2004",165,0,1,1,0,1
"2004",166,0,1,1,0,0
"2004",167,0,0,0,0,0
"2004",168,0,1,1,0,0
"2004",169,0,0,0,0,0
"2004",170,0,1,1,0,1
"2004",171,0,0,0,0,0
"2004",172,0,1,1,0,0
"2004",173,0,1,1,0,0
"2004",174,0,0,0,0,0
"2004",175,0,1,1,0,0
"2004",176,0,1,1,0,0
"2004",177,0,1,1,0,0
"2004",178,0,1,1,0,1
"2004",179,0,1,1,0,0
"2004",180,0,1,1,0,0
"2004",181,0,1,1,0,0
"2004",182,0,1,1,0,1
"2004",183,0,0,0,0,0
"2004",184,0,1,1,0,1
"2004",185,0,0,0,0,0
